hotel,zip_code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist,Label
Midtown Convention Center Hotel NYC,10018,2166,6.6,6.4,6.3,6.2,7.3,6.4,8,7.2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1.1,0
Chelsea Savoy,10011,128,7.6,7.9,7.1,6.8,7.9,7,7.7,8.6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1.8,0
Three-Bedroom Apartment with Two Bathrooms - East 55th Street,10022,14,8,7.5,8,7.9,8.9,6.8,7.5,8.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1,2
St Marks Hotel,10003,553,7.1,7.1,6.1,6.1,7.8,6.9,7.9,8.5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2.7,0
Paramount Times Square,10036,5060,6.8,6.7,6.2,6.2,7.1,5.8,6.8,8.6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7,0
Mayfair New York Times Square,10019,569,7.3,7.1,6.6,6.3,7.9,6.8,7.9,9.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2800,0
West Side YMCA,10023,5723,7.2,6.7,6.1,6.6,7.4,7.2,7.8,9.2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1150,0
Hudson River Hotel,10018,1545,6.9,6.9,6.5,6.2,8,6.5,7.1,7.5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1.2,0
Econo Lodge Times Square,10036,791,7.4,7.5,6.4,6.7,8.1,6.8,8.1,9.1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0.6,0
Bryant Park Studio Apartment Times Square South,10018,34,7.9,7.2,7.9,7.7,8.3,7.1,8.6,9.1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.1,2
Madison Avenue Luxury Two Bedroom Apartments Next to Times Square,10016,55,7.1,7.6,6.4,6.8,7.5,6,7.7,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6,0
Midtown Times Square Apartment,10019,12,7.7,6.9,7.5,7.7,8.1,6.9,9.5,8.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2600,0
36 Hudson Hotel,10018,710,7.6,7.9,7.3,6.9,8.4,7.2,8,7.9,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1.2,0
Little Italy Penthouse,10013,18,7.9,7.7,7,7.8,8.8,7.4,8.8,9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.1,2
2 Bedroom Apartment Hell's Kitchen,10018,32,7,7.4,6.3,6.2,7.2,6,8.1,8.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2150,0
The Manhattan at Times Square,10019,8229,6.9,6.4,6.6,6.2,7.3,6.1,8.9,9,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2300,0
Park West Hotel,10025,588,7,7,6.2,6.1,7.9,6.6,4.8,7.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2.4,0
Manhattan Studio Apartments,10001,188,7.3,7.1,7,7,6.9,7,9.1,9,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,0
Riverside Tower Hotel,10024,2219,7.2,7.2,6.1,6.1,8.2,7,8.3,8.4,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1.2,0
Studio-Plus Apartment,10001,132,7.2,6.6,6.9,6.6,7.4,6.8,8.7,9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,0
Two Bedroom Apartment - Madison Avenue,10016,27,7.2,6.8,6.5,6.3,8.1,6.3,8.8,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.4,0
The Ideal 2 Bedroom Getaway by Central Park UWS,10025,7,7.2,7.5,7.5,6.8,7.2,6.4,10,7.9,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0
Broadway Suite New York,10001,130,7.5,7.6,7,7,7.1,7.1,9.4,8.9,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.5,0
CITY ROOMS NYC - Chelsea,10001,810,8,8.2,7.1,7.3,9,7.3,8.3,8.9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1.6,2
Manhattan Broadway Hotel,10018,1216,6.4,6.1,5.4,5.2,7.6,5.7,5.8,8.3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1.1,0
Chelsea Cabins,10001,2590,7.3,7.5,6,6.5,8.2,6.9,7.9,8.6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6,0
Two Bedroom Apartment - West 58th Street,10019,15,7.7,7.8,7.3,7.3,7.3,7.2,9.5,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1650,1
Midtown Suite New York,10001,1099,6,5.3,5.7,5.3,5.6,5.8,7.2,8.3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,0
Americana Inn,10018,1229,7.5,7.7,6.7,6.6,7.7,7.2,4.7,9.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1.1,0
NY Away - Luxury Apartments in the Financial District,10005,23,6.1,6.3,6.1,6,5.3,5.4,7.5,7.5,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,4.3,0
Times Square West Midtown Apartment,10018,49,7.2,6.7,6.9,6.9,7.8,6.4,7.9,8.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.1,0
The Mansfield Hotel,10036,755,7.3,7.4,6.7,6.5,7.7,6.6,4.6,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0.9,0
The Nomad Suites,10001,142,7.5,7.3,7.2,7.3,7.3,7.2,7.3,8.8,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1.5,0
Studio Plus - Apartment Suites,10001,223,7.1,6.7,6.8,6.4,7.4,6.7,8.3,8.9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,0
NYC apartments amazing location,10001,27,7.2,6.9,6.3,6.2,8,6.6,6.3,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6,0
Midtown West Hotel,10001,1710,6.7,6.9,5.8,5.8,7.6,6.1,7.6,8.2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.5,0
East Side 3 bedroom 2 bathroom (7),10022,22,7.7,8,6.7,6.8,8.3,7.2,10,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1,0
Luxury 2B/1B UWS GEM,10025,9,7.1,6.7,5.6,7,7.5,6.7,9.2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2.1,1
Blue Moon Boutique Hostel & Hotel,10002,1439,7.7,8.3,7.5,7.4,7.5,7.5,8.5,8.2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3.1,0
Hotel 91,10002,1428,7.4,7.8,7.2,7,8,7.4,8.4,7.2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3.7,0
Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East,10016,73,6.4,7.3,5.8,5.4,6,5.9,7.2,8.1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1.8,0
Renaissance New York Hotel 57,10022,663,7.9,8.3,7.7,7.2,8.4,7.2,5.2,8.7,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.8,2
Lovely Two Bedroom Apt,10031,21,7.1,7.3,7,7.4,7,7,8.8,6.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,3.7,0
The Melva Inn,10027,11,6.6,6.1,6.4,6.1,7.3,5.9,10,7.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1,0
Jazz on the Park Youth Hostel,10025,1640,6.7,6.3,6.2,6.1,7.4,6.5,6.7,7.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.4,0
Steps from Times Square Central Park BEAUTIFUL 2 BDR APT,10019,29,7.4,7.1,7.2,6.8,7.6,7.1,9.2,8.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650,0
Great Location Midtown East 35th Street and Third Ave,10016,34,6.6,7,6.2,6.3,6.4,6.2,6.7,7.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.6,0
Carlton Arms Hotel,10010,809,7.2,6.8,6.5,6.2,7.9,7.4,7.9,8.7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0
Studio in Times Square,10036,441,6,5.6,5.4,5.3,5.3,6,6.9,8.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7,0
NYC Best apartment near the UN,10022,14,6.2,5.5,6.1,5.9,6.3,5.5,6.7,7.7,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1.2,0
Broadway Hotel & Hostel,10025,3339,7.1,7,6.4,6.4,7.9,6.9,6.7,7.9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2.2,0
Comfort 5 Min Times SQ,10019,9,8.9,8.6,8.9,8.3,8.9,8.6,10,10,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1800,2
U.S. Pacific Hotel,10013,1626,6.3,6.1,5.3,5.5,6.7,6.5,6.8,7.4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.1,0
Midtown 60th Street Apartment,10022,22,6.4,6,5.7,6.3,6.7,6.6,10,7.2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.1,0
3 blocks from Times Square and quick walk to Central Park,10019,9,6.6,6.7,5.6,5.8,7.5,6.1,2.5,8.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.7,0
Hamilton Heights 4 Bedroom,10031,11,6.4,7.1,6.6,5.9,6.6,6.6,10,5.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3.7,0
The Ideal 3 Bedroom Getaway by Central Park UWS,10025,44,6.7,6.8,6.7,6,6.3,6.6,10,7.6,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0
BRAND NEW ULTRA MODERN NOMAD PARK AVENUE(31 AND PARK) 800 FT 2BR 1BA W/D ELEVATOR!,10016,10,7.8,7.8,7.8,8,7.5,7,8.5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.6,1
Hotel 309,10014,1564,6.3,5.7,5.6,5.6,6.9,6,6.9,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2.2,0
3 Bedroom modern apartment - Times Square,10018,10,7.6,7.8,7.3,7.3,7.8,7,8.5,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Upper East One Bedroom Apartment,10028,23,6.4,6.6,6.4,6.1,6.1,5.8,7.2,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1.8,1
Windsor Hotel,10002,961,6.2,5.5,5.9,5.6,6.9,6.2,7,7.5,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3.1,0
Hotel Five44,10036,56,7.3,6.6,6.9,6.8,7.8,7.2,8.3,8.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7,0
Chelsea Art Suites,10011,70,6.9,6.4,6.1,6,7.6,7,7.1,8.6,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2.2,0
East Side 3 Bedroom and 2 Bathroom Apartment (3),10022,22,7.8,8,7.2,7.6,8.2,7.4,10,8.6,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1,2
Clarion Hotel Park Avenue,10016,256,7.6,7.8,6.8,6.8,8.2,7,7.5,8.7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.7,0
Lord & Moris,10018,14,6.7,6.8,6.4,5.7,7,5.9,8.6,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
Morningside Inn,10025,686,5.6,5.3,5,4.8,5.9,5.5,5.8,7,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2.5,0
Harlem YMCA,10030,1068,7.1,7.1,6.3,6.7,7.7,7.4,6.2,7.3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.7,0
Luxurious Three Bedroom Apartment,10031,15,6.3,6.3,5.7,6,7,6,8.8,6.7,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4.3,0
Canal Loft Hostel & Hotel,10002,209,7.6,8.3,7.5,7.3,7.7,7.4,8.5,7.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3.7,0
The Franklin Hotel,10128,756,7.3,7.7,6.9,6.3,7.9,6.6,6.3,8.3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1.6,0
Royal Park Hotel & Hostel,10025,1571,6.8,6.6,6.2,6,7.6,6.5,7.1,7.8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0
#1Midtown Manhattan Loft Apartment,10010,24,7.6,7.8,6.9,7.4,8.2,6.9,10,8.6,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0
Executive Class at MTS Hotel,10019,143,7.3,7.4,7.4,6.7,7.1,6.3,8,8.7,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2300,0
Central Park West Hostel,10024,1893,6.1,5.4,5.3,5.3,6.5,6.1,6.4,7.7,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1.5,0
Renovated Midtown East Apartments,10022,37,6.5,6.5,5.9,6.2,6.2,6.3,7.5,8.1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.1,0
Cozy Two Bed Apt in Murray Hill,10016,5,6.7,6.5,5.5,5.5,7,7,8.5,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.7,1
New York Apartments,10001,213,6.7,6.6,6.2,6.1,6.3,6.2,7.2,8.6,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1.5,0
Four Bedroom Apartment - Eldridge St. #38,10002,26,6.9,7.5,6.4,6.6,7,7,6.7,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7,1
NY Away - The ideal Family & Friends 4 Bedrooms / 4 Bathrooms in Manhattan,10022,22,6.5,6.3,6,6.7,6.3,5.8,10,7.7,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1.2,0
Interfaith Retreats,10001,661,7.9,8.1,6.6,7.1,8.9,7.5,8.8,9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.6,0
Mid Town East 28th Street Apartments Next to Times Square,10016,98,6.5,6.9,6,5.7,6.7,5.7,8,8,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.8,0
Gramercy Park Apartments,10010,77,7.3,7.3,7,6.6,7.4,6.8,7.3,8.5,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2.2,0
The Harlem Flophouse,10027,6,6.9,7.1,6.7,6.3,7.1,6.7,7.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.1,1
Luxury One Bedroom Apartment - Garment District,10018,5,7.1,7.5,6.9,6.3,6.9,6.3,8.5,2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1,1
Park Ave Apartments Midtown Next to Times Square,10016,72,6.4,6.7,5.6,5.8,6.6,5.5,8.8,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.8,0
Hello Broadway,10010,79,6.7,6.4,6,6.1,6.8,6.1,8.3,8.6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1.5,0
Redford Hotel,10002,419,6.9,6.7,6.6,6.4,7.2,6.7,8.1,7.9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3.1,0
Hamilton Heights Beauty,10031,10,5.5,5,4.8,5.5,6.8,5,10,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.7,0
Lincoln Center Luxury Apartments,10023,31,7.5,8.2,7.7,7.5,6.3,7.4,6.9,8.2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.6,0
Washington Heights Apartment,10032,27,5.6,5.2,5.5,5.5,6.6,5.2,10,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0
Candy Hill Harlem,10031,74,7.4,7.2,7.5,7.3,7.7,7.3,7.8,7.2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,3.7,0
Yorkville Apartments -Upper East Side,10128,101,6.6,6.3,6.6,6.2,6.9,6.1,8.9,7.7,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.8,0
Beautiful Downtown Apartments NYC,10012,5,6,5.5,5.5,4.5,6.5,5.5,8.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.9,1
Central Affordable Three Bedroom Apartment,10016,30,6.8,6,6.8,6.5,6.5,6.3,8.8,8.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.8,0
Midtown East Apartments,10022,52,7.9,8.1,7.6,7.5,8.1,7.4,9.1,8.7,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1.1,2
Central Park Studios,10023,99,7.3,5.9,6.7,6.6,7.9,7.6,9.3,9.2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.8,0
One Bedroom Apartment - Allen Street # 28,10002,27,7.1,6.9,6.8,7,7.1,6.8,7.5,8.3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1,0
The Bowery House,10012,2473,6.5,6.4,5.3,5.8,7.7,5.9,7.3,7.7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3.1,0
Studio Plus - One-Bedroom APT,10001,74,7.3,7,7,6.6,7.4,7,8.3,8.9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,0
The Grand NYC Apartments,10001,1365,5.3,5,4.8,4.4,5.1,4.9,3.5,7.8,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1.5,0
Cosy 1 Bed Apartment Midtown West near Hell's Kitchen & Macy's,10018,5,4.8,4,4.5,3.5,4.5,4.5,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.1,1
Studio Apartments - West 31st Street,10001,114,6,5.3,5.7,5.3,5.7,5.6,7.5,8.1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1.5,0
Hamilton Heights: Renovated Apartments,10031,12,5.3,5.2,5,4.6,5.8,5.4,6.3,5.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7,0
"Two-Bedroom Apartment, Express Subway at Columbia Hospital",10032,21,7.4,8,7.9,7.3,7.3,7,9.2,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0
Gramercy Superior Apartments,10010,27,6.4,6,6.1,6.2,6.5,5.9,7.5,7.7,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.9,0
NY Away - Financial District 2-Bedrooms - 608,10005,15,7,7.5,7.3,7.3,6.1,6.5,7.5,7.3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4.3,0
CoHost Homes,10040,5,6.3,7.5,6.5,5.5,7.5,6,5,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.8,1
Renovated Studio Loft Downtown NYC #43,10002,24,7.3,7.8,6.5,7.3,8,7,9.2,7.4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7,0
Upper East Suites,10128,11,7.4,6.4,7.5,6.8,7.5,7.5,8.6,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2.1,1
668 6th Ave 3rd floor,10010,10,7,5.5,6.8,6.5,8,6.5,8.8,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1
Luxury Living Suites,10027,6,6.7,7.1,6.3,6.3,7.1,6.7,7.1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.1,1
Loft 109,10025,120,7.3,7.2,6.7,6.6,8.3,6.7,8.3,8.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.6,0
Studio Apartment - Financial District,10005,32,6.5,6,6.6,6.8,6.4,5.7,7.5,7.7,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3,0
Stylish Upper East Side 2 bed 2 bath,10021,11,7.6,8.2,6.4,7.5,8.4,6.6,10,8.6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.4,0
